Timestamp,Locality,Latitude,Longitude,Signal Strength (dBm),Signal Quality (%),Data Throughput (Mbps),Latency (ms),Network Type,BB60C Measurement (dBm),srsRAN Measurement (dBm),BladeRFxA9 Measurement (dBm)
55:26.2,Phulwari Sharif,25.5246645094679,84.9790397107772,-106.876048597148,0,46.5750129445752,30.3684418659946,5G,-109.406485198126,-115.729615022243,-107.70295556719
01:40.7,Phulwari Sharif,25.4972088631132,85.2663350955393,-101.676196231386,0,12.2387388881433,21.4488688628306,5G,-100.246257164729,-111.365079950695,-103.952623452358
23:31.1,Fraser Road,25.4779062916703,85.1723234100706,-97.2454641666791,0,24.2317385380578,38.5029940658525,5G,-99.9763627142539,-104.516501050589,-99.3447671188788
35:59.9,S.K. Puri,25.6142704118875,85.3117589762441,-99.4896060468284,0,82.1521721393011,47.2099953810021,5G,-96.3736542001474,-108.378426788689,-96.5372192943642
51:36.0,Anisabad,25.5341652614408,85.1718147845936,-92.6443223112262,0,51.8778066031735,12.0572836200516,5G,-95.4453314422684,-100.12145725824,-90.695044174646
04:04.9,Ashok Rajpath,25.5336976112646,85.2533033407568,-100.289967015537,0,54.0341734417134,18.0680960323487,5G,-98.432388701293,-105.960334079,-101.118566311545
13:26.5,Gardanibagh,25.6093194268895,84.9926463702149,-92.9109321334771,0,34.6528913576332,48.6841323763966,5G,-89.5465006129667,-102.06947084079,-92.4669986498642
22:48.1,Exhibition Road,25.4926267436606,85.0691188117971,-97.4925259022801,0,58.9221440487807,25.1691022686975,5G,-101.602545367011,-102.929533293003,-98.314081366781
38:24.2,Pataliputra,25.4917228965692,84.998074215376,-99.537838420291,0,45.8756729565731,34.2872228899195,5G,-103.045993275024,-107.693467247017,-99.326270349128
50:53.0,Kidwaipuri,25.7308053172613,85.1609706346822,-96.3856171339555,0,14.6006930311433,28.1690501979253,5G,-96.8103037663336,-104.495733409082,-98.0525524798799
57:07.4,Anandpuri,25.5142120916853,85.1366358962284,-105.225816487365,0,59.7171724825979,49.8511166356279,5G,-109.388930370192,-111.228021591813,-106.239341266798
00:14.7,Gardanibagh,25.5855896519006,84.95997499229,-100.859743122685,0,26.0612732573748,36.0477055217611,5G,-99.4415800538715,-106.582676220026,-101.70566962031
06:29.1,Boring Road,25.4637081610185,85.1196640279072,-85.9225534755294,0,97.7063023655016,24.8981450691824,5G,-90.0556753858074,-92.4364683447509,-83.7433232063156
22:05.1,Anisabad,25.5118326307852,85.2183007553241,-99.1986607248136,0,79.9386537618142,43.0574035349789,5G,-99.8508062734691,-106.92008213981,-100.906606636547
02:38.9,Phulwari Sharif,25.4285452321399,85.0904919509183,-96.3602063680334,0,98.067846152824,11.2345638464056,5G,-94.3883601716998,-105.694470345489,-93.7040647779706
24:29.3,Boring Road,25.454171876319,85.1380275255983,-102.816662854866,0,86.4715081592966,39.3307617143123,5G,-107.750560286406,-110.031848615226,-105.625495790492
27:36.5,Exhibition Road,25.5827441876641,84.9795123056176,-99.2765578214088,0,87.4713588548815,25.3411910916282,5G,-95.8642850568086,-104.7023942549,-99.8767508588972
30:43.7,Bailey Road,25.4329105182454,85.16858073047,-99.1797404739603,0,53.8591905848095,40.9656563924855,5G,-99.3661418914638,-107.673246887814,-99.3829552396473
43:12.6,S.K. Puri,25.5919968833482,84.9655717239376,-94.2634211960649,0,69.7642322618474,31.3253739548898,5G,-94.9162969083615,-99.3977092069049,-93.2984280841377
46:19.8,Pataliputra,25.6404395901471,85.1432255218565,-93.2976720560327,0,10.4313523793566,28.2185886090481,5G,-95.7331448946668,-101.911349596238,-93.2949956389026
55:41.4,Danapur,25.6640639900342,85.1436005702631,-100.005236068969,0,83.1630040102568,47.6535397078467,5G,-95.7413557858228,-109.878229927897,-102.894473737861
17:31.9,Gandhi Maidan,25.4661371851749,85.1985976610162,-87.7442733254243,0,14.2967934297249,20.0779166077451,5G,-89.3344147768986,-93.5424623382477,-89.5259361532064
20:39.1,Bankipore,25.6100327938222,85.0049282750165,-88.7880676063906,0,45.8495636561319,42.2284820660809,5G,-85.8415913172524,-94.5239382109261,-87.0419651633068
39:22.4,Gardanibagh,25.6691560205695,85.079470493012,-87.2810469951772,0,71.4364023614654,44.0553498721358,5G,-87.0084362190618,-94.6223836273455,-85.766944388201
10:34.5,Kidwaipuri,25.7495636608856,85.1508961259901,-88.9289986884827,0,50.2997025321731,34.3358417652083,5G,-91.6951322520466,-94.5914522681236,-88.1604289149877
19:56.1,Bailey Road,25.6244141525171,85.2974978451008,-84.3168255753663,0,16.8674521826637,16.2860430062525,5G,-87.9831874487809,-93.579645246374,-83.5297600518805
26:10.5,Kumhrar,25.5504390085639,85.189151948841,-92.8733167834482,0,84.3808598839686,36.3616060081398,5G,-94.725293113817,-100.509896758075,-95.6538124771813
35:32.2,Anisabad,25.6668992744873,85.1428641013712,-97.5367008067143,0,77.7918223292034,20.9847255075864,5G,-98.0849373668775,-102.611408031843,-96.0210810521482
00:29.8,Danapur,25.5164474138778,84.9941500463395,-97.9031576622255,0,74.551490002695,29.2299428483952,5G,-101.790169397186,-103.439200641717,-99.7362358751323
12:58.7,Boring Canal Road,25.556067138232,85.1308463905664,-92.2426703913419,0,33.5865011405819,15.4298149693264,5G,-91.2358987756299,-99.8792033622036,-93.7715778983606
16:05.9,Ashok Rajpath,25.6936787827207,85.0736840414222,-92.1592381010155,0,95.2114306629756,24.3522327056488,5G,-88.3073402953192,-99.5941095165439,-89.3845517047195
41:03.6,Fraser Road,25.5532318557105,85.1739077049533,-93.1652249815787,0,19.2528685725633,24.5567090985115,5G,-92.925076812153,-100.437643147426,-94.4344732866137
56:39.6,Boring Canal Road,25.5270682759385,85.0740279183883,-100.690168836135,0,88.7432201421105,45.949971312041,5G,-98.0602382868045,-105.909911713908,-98.7896913717247
06:01.2,Gardanibagh,25.5657041187692,85.1771847390891,-99.3989632379353,0,83.5772634931051,12.38650419874,5G,-100.930103025333,-108.642720912256,-99.7201341799445
21:37.3,Gandhi Maidan,25.4852293170335,85.1925442786166,-98.592840658152,0,40.5852140537746,22.909284919432,5G,-94.422002395742,-108.574297068745,-99.9634302747361
27:51.7,Anandpuri,25.5515756676263,85.2479895243958,-94.5927778475801,0,85.1964999330836,25.8993796311189,5G,-95.5943148937791,-103.151343371881,-95.4138204083686
34:06.1,Boring Road,25.624000878896,85.0146551309858,-91.8111315501117,0,61.1953526449078,16.6069958092783,5G,-90.8195551744457,-100.345650276676,-92.2391621156285
08:25.5,Kumhrar,25.4800909121669,85.2103175817538,-93.0005480772665,0,44.7302776851122,20.3954254888807,5G,-93.4516231703306,-101.823898561758,-95.7333907278397
11:32.7,Phulwari Sharif,25.4256228740424,85.119588414699,-94.3085359296003,0,46.639524923937,28.845296202811,5G,-97.1904360092289,-99.6240278174137,-95.206967355938
17:47.1,Boring Road,25.5475983546126,85.0956339553011,-94.9993894142757,0,79.2267195790362,34.2364659092255,5G,-99.6364011324218,-100.352593241253,-93.2723516750531
30:15.9,Pataliputra,25.5747002137818,85.291312342711,-89.3299181970767,0,85.1517195696818,37.4741959064882,5G,-89.3230408987413,-96.9826426304794,-87.050610472834
33:23.1,Danapur,25.5248065756032,85.2661015858893,-92.4371728052066,0,95.9369810059701,47.8133626205811,5G,-97.2549284070254,-100.721362532522,-94.8695438994505
39:37.6,Kidwaipuri,25.5473543113177,85.2980584092819,-103.667335457919,0,99.8249274305149,12.4784126705588,5G,-106.523528481207,-108.798486564576,-104.187230962763
42:44.8,Patliputra Colony,25.6366555750164,85.2765444323766,-88.1550233069535,0,88.8231327338587,38.8219871675037,5G,-86.1444040104192,-96.9985528184762,-88.3741814654475
45:51.9,Exhibition Road,25.7227517850475,85.2348645240129,-93.8051525899069,0,54.7354059983397,14.5244356145886,5G,-93.5467817308664,-101.704025629201,-92.9945043734162
48:59.2,Phulwari Sharif,25.585867393143,85.1960730996813,-98.1938623379502,0,12.8986129216428,33.2194971699695,5G,-97.5655415856899,-105.639305522266,-95.5735452068603
58:20.8,Pataliputra,25.6188237607986,85.2349640141673,-96.3909651310337,0,25.7233911110435,30.5443304098949,5G,-91.5966269908117,-104.989952895737,-98.141085600876
01:28.0,Rajendra Nagar,25.4788397483795,85.2173624398415,-89.9827991732631,0,40.223606755751,45.859874887066,5G,-88.1450527304542,-97.1570583498465,-90.7206260187565
04:35.2,Boring Canal Road,25.7562767752812,85.2122731615147,-96.9926820776646,0,49.1804731960144,39.9330580920383,5G,-92.5907141192672,-104.844461261151,-98.7680964562239
29:32.9,Pataliputra,25.5029199335228,85.1457741542311,-94.3941654958617,0,37.4418204569539,32.9576655604638,5G,-98.0829183010291,-101.384064441781,-94.0925493279863
32:40.1,Patliputra Colony,25.7095882830928,85.2442967255824,-87.3864036757429,0,18.0493771457858,13.4792995937991,5G,-85.3144989973697,-97.0482259295652,-90.0917576807199
57:37.8,Gandhi Maidan,25.4991993744034,85.1668625007728,-97.7312632050627,0,24.8943722790009,43.3231402136356,5G,-100.08867956308,-104.442376174166,-95.3677367925289
03:52.2,Bailey Road,25.6271295125833,85.047760073492,-87.9298929801833,0,65.621482847058,20.9343261071109,5G,-88.5261414799318,-95.8647988448279,-86.0706961412003
50:40.4,Kumhrar,25.4453445180291,85.2261332366371,-90.1806916090393,0,49.4657289148322,47.7299201914679,5G,-91.9200696406866,-97.4655021904519,-88.7884306119291
53:47.6,Bailey Road,25.6337948673267,85.1441930484705,-91.5974532982313,0,52.3200890471053,44.4268866261959,5G,-93.0168896149608,-98.5583119175045,-93.7747678218546
00:02.0,Boring Road,25.5171414124499,85.1226391941035,-93.9150777615068,0,27.6664243591478,28.6229921430607,5G,-91.2377789110889,-100.113029074547,-92.2829571668078
09:23.6,Phulwari Sharif,25.5672750353768,85.0092357535518,-96.7468272155213,0,88.062840398985,25.2948806358611,5G,-100.855673739306,-102.733382378461,-99.2182178709633
18:45.3,Patliputra Colony,25.6593475988656,85.0509723320028,-100.272549125262,0,40.7859144036716,43.8074667381228,5G,-99.731825774942,-106.692205665456,-98.7457961038146
40:35.7,Kidwaipuri,25.4763607356729,85.0482057738805,-92.6373264472282,0,60.9143558541275,41.459986232856,5G,-94.8377242855894,-102.380268518608,-92.1600112553609
49:57.4,Anandpuri,25.648490961897,85.160516714348,-100.787414653411,0,28.1960353247072,30.0765158883488,5G,-99.7855270825503,-109.711295144095,-98.8798825812396
56:11.8,Fraser Road,25.670711255615,85.1756576963134,-98.237144330941,0,93.5297443011487,11.3047162915298,5G,-95.8975388752547,-103.29231849438,-98.6684406364793
18:02.3,Danapur,25.5037431482026,85.0313242812354,-97.1294211735891,0,54.6640088304879,25.0096130390367,5G,-94.0777745785371,-102.674659968281,-98.1867056965524
27:23.9,Anisabad,25.5685279508926,85.2399446312507,-100.186971990186,0,98.8100016978938,10.1748067008582,5G,-97.4418330421657,-105.860631522827,-101.734086631473
30:31.1,Boring Canal Road,25.6805404796832,85.132643384127,-104.897042015487,0,14.5894843029388,33.5938938217625,5G,-101.018961379806,-114.400719394884,-103.59893231922
33:38.3,Gardanibagh,25.7146953988604,85.1764052028827,-90.5392943265698,0,99.4865781699546,18.4321720041082,5G,-88.3860946494564,-97.9685544545608,-91.8415091330344
39:52.7,Bailey Road,25.6602242629456,84.9736912820492,-91.9587703564084,0,93.7534344281257,38.3188891867396,5G,-96.3692033470291,-100.874350277552,-94.4018465681348
52:21.6,Bailey Road,25.6191797662312,85.0996407126707,-105.402138326492,0,70.1398802222548,40.1062468671894,5G,-102.632710448317,-112.80327695771,-106.834462544868
04:50.4,Boring Canal Road,25.5338384301981,85.0799073045272,-95.5123947852392,0,97.2151061402833,25.7691453130979,5G,-94.8415993788283,-101.122068231647,-97.8285614256067
17:19.3,Ashok Rajpath,25.7177849364428,85.2471248029758,-96.3134727916589,0,94.8059483099353,29.3875509453663,5G,-99.428464910048,-105.777625690236,-96.3316935743757
26:40.9,Boring Road,25.5213179150462,84.9944749128405,-98.3258822498412,0,12.4145961626451,30.749864908412,5G,-103.026848988122,-107.491894142837,-96.3050121844758
10:21.8,Gandhi Maidan,25.5449918625414,85.0578966304245,-90.7667947128056,0,58.4657245245294,24.7690570824754,5G,-93.4673007406711,-99.8048342773981,-90.2658891366672
13:29.0,Boring Canal Road,25.6257648515705,85.1805837739463,-92.1358813715574,0,84.7962393874742,38.4382247499086,5G,-87.9736176070954,-97.2006535252955,-90.2631229527201
35:19.5,Patliputra Colony,25.6175555634689,84.9725388809569,-100.530137570872,0,34.3398119900314,41.4290345925975,5G,-104.468980209753,-105.55829980878,-99.2548551179888
38:26.7,Kidwaipuri,25.5628901137401,85.1757341424923,-93.0966828798891,0,42.9043963174727,16.999497613676,5G,-88.3258780570831,-98.2885074106048,-94.7013764201526
41:33.9,Gandhi Maidan,25.5420767328218,85.2572823545825,-90.6484419019223,0,43.4987068146586,14.0047133217827,5G,-89.9792799120837,-100.45081245651,-91.8329205396456
44:41.1,Kidwaipuri,25.7467607973596,85.2319301337258,-98.8052337659789,0,25.2454279402248,34.5351072147048,5G,-99.3042236255997,-106.812371485337,-96.6347867105
47:48.4,Pataliputra,25.6967343255443,85.2405883117187,-100.288257692003,0,73.7720208180866,40.3335186831611,5G,-99.8044291388794,-109.238245154973,-97.6691419984194
50:55.6,S.K. Puri,25.5090905017078,85.1492886441205,-102.510472290908,0,28.8727983859268,22.2841443402315,5G,-100.426227463893,-108.225081601405,-102.485969610115
06:31.6,Kidwaipuri,25.5906192661103,85.2583054452399,-98.8262892775629,0,20.4811258346938,13.001399002969,5G,-96.3364885002119,-104.370724850033,-101.681865647485
40:50.9,Exhibition Road,25.7648788653376,85.0830726834078,-100.018894710096,0,99.4144595440753,23.2853381743406,5G,-99.1848846581137,-105.823862386093,-99.3350212451953
43:58.1,Pataliputra,25.7221403475249,85.2575870357353,-96.2445043234844,0,99.543666992646,34.7075635113727,5G,-100.352405353863,-103.962483861086,-96.861376058689
59:34.2,Kidwaipuri,25.4245565951244,85.1616093123,-94.163613679182,0,26.9001652096335,16.7934304254795,5G,-91.6880141941443,-101.072390708492,-96.3666978134929
15:10.2,S.K. Puri,25.7395807407245,85.0747817205738,-89.3589022136421,0,25.1066691381908,23.4491174642898,5G,-85.9971158872561,-98.0682336206732,-89.2430485806559
27:39.1,Anisabad,25.5726307956213,85.1552138353511,-95.4127855583189,0,50.4832837579984,30.3870839861126,5G,-96.7263414197916,-101.485777713489,-98.3840672038603
30:46.3,Danapur,25.5095599870784,85.1378954928118,-94.6655153389849,0,19.8043027112462,12.0023416991166,5G,-95.2287867429263,-101.071212108185,-95.6538850705688
43:15.1,Gardanibagh,25.646755993888,85.0895313429067,-99.6440995416503,0,69.2629485193032,14.55756958914,5G,-95.1725215771356,-107.770170548158,-99.0520539731208
55:43.9,Gandhi Maidan,25.5770752849393,85.1753598198349,-92.5635624837099,0,88.6408370569626,11.3503962884842,5G,-87.9009751148638,-99.10053494248,-89.6314712113255
01:58.4,Fraser Road,25.420734809739,85.1178548069126,-97.2504698283767,0,18.0603439080242,40.1141047304155,5G,-95.1401976194569,-104.666748409423,-99.0495717935682
05:05.6,Anisabad,25.5337424567669,85.0950552425919,-82.3864762701443,0,72.9457350500089,10.3554391204043,5G,-80.0325144503064,-87.4690936667741,-80.2973458114342
33:10.5,Ashok Rajpath,25.7000928879388,85.1235322656962,-88.7732292822761,0,26.5563250108847,12.0431451183023,5G,-88.4426890251663,-96.8736753091651,-90.2339639082602
42:32.1,Anandpuri,25.6538584498254,85.3061770661545,-100.453862036746,0,92.8371247323012,47.0880022714078,5G,-105.129002869176,-108.206393812405,-102.053854394218
23:05.9,Gardanibagh,25.5757599834591,85.2406798108066,-95.9574925875363,0,90.2191109749605,42.8079741935737,5G,-91.4306119608697,-102.40725658545,-93.5918832579427
48:03.5,Fraser Road,25.6608176215474,85.0503896073265,-102.690576966888,0,86.3695044608386,38.3937040188993,5G,-100.215074117598,-109.129758505956,-100.140321451158
51:10.7,Ashok Rajpath,25.4251100879668,85.1518310296917,-93.232864935865,0,68.2661911456359,19.2948405772403,5G,-92.4499869709955,-99.8196378006211,-94.0319581841623
03:39.6,Bailey Road,25.6437183054223,85.257777577147,-93.3369447529945,0,42.1833669158357,43.1994416832149,5G,-95.9018832494709,-99.5206900344383,-93.4808295642974
06:46.8,Patliputra Colony,25.5773868739769,85.0448058224858,-88.8436461724982,0,49.9755920284417,13.2856087435103,5G,-91.6378172817993,-96.21112859151,-86.3022423149179
09:54.0,Phulwari Sharif,25.6439143004402,85.2628513357974,-106.395944095816,0,58.5640858594353,31.601665096603,5G,-106.085302931652,-114.467649533885,-108.538018077036
22:22.8,Exhibition Road,25.7242570885764,85.0756843592837,-95.0875640932801,0,83.9399452997211,25.0288220483539,5G,-98.6358107162548,-102.037811438821,-92.4174236618506
41:06.1,Boring Canal Road,25.5333377568242,84.9965835719746,-99.8359089222159,0,53.4267305871812,12.210234924814,5G,-102.634604098279,-105.020186687012,-99.7011330345146
09:11.0,Kumhrar,25.6940185266178,85.1421862726162,-89.5539824655875,0,73.7608125280332,12.7582609460964,5G,-86.3987031571986,-97.260869848985,-89.5118366006205
12:18.2,Ashok Rajpath,25.6107421048731,85.0913730369846,-92.2695934114044,0,23.6762973445334,23.9160976918037,5G,-93.7841204692762,-101.638951236025,-90.7529741959931
27:54.3,Danapur,25.4715920734192,85.0329042390482,-99.0230426194046,0,44.457575991797,40.6244431689006,5G,-94.6557547025955,-105.42330733674,-100.66159227743
30:18.5,Exhibition Road,25.488568113195,85.2080755536226,-104.414275703433,0,63.1474329702737,40.1055775005812,5G,-104.539828225976,-109.620603525372,-105.323978959415
49:01.7,Gandhi Maidan,25.7660108065715,85.1505936252976,-103.02401092837,0,68.2102416164991,47.0251684779807,5G,-106.087607900683,-111.374941475824,-102.989861499224
52:08.9,Kumhrar,25.5924487565171,85.3035315519312,-100.73492095223,0,42.9687885421615,23.728337996601,5G,-105.502191404525,-108.965700164341,-101.890610901799
58:23.4,Anandpuri,25.4615686219001,85.1918766897765,-98.3180624617318,0,28.515820355147,36.6149841226668,5G,-100.762532244618,-108.189210655508,-98.7008584410417
01:30.6,Kumhrar,25.7372400341835,85.0665141957791,-86.4592598686273,0,44.2754515331633,36.5659063066236,5G,-87.1999895117426,-96.311011450083,-84.4000825093991
23:21.0,Kidwaipuri,25.5280653491242,85.2675319394997,-87.2362698350552,0,75.7611136482476,46.6663331005694,5G,-89.7719829158725,-95.5191259252489,-86.1737660170908
35:49.9,Patliputra Colony,25.5012362594314,85.1489553591706,-96.5187373972295,0,28.265857636724,25.775098445026,5G,-95.1855032471404,-102.549412970188,-96.5092907731572
42:04.3,Patliputra Colony,25.6580190351113,85.1278993994204,-90.0445060981588,0,42.1348988810394,15.1860788816958,5G,-93.0745719932232,-97.1180815994384,-90.9798094377988
54:33.1,Gandhi Maidan,25.5400983156712,85.0318734869093,-95.8520910769972,0,51.7634584553953,39.1063241466205,5G,-91.1717524683441,-105.560578813177,-92.8847310413812
00:47.6,Anandpuri,25.4750713684075,85.0732698083765,-91.148081185724,0,80.6969994313181,18.239285670184,5G,-90.3946969316957,-100.317505983875,-88.5506958701526
10:09.2,Anisabad,25.4992470595854,85.1398239913018,-103.085961470285,0,23.5699285952498,10.6914217275399,5G,-105.455318915381,-108.120913398549,-104.321758605963
13:16.4,Anisabad,25.6187044356683,85.1459880918897,-100.405613674807,0,87.0297071426889,44.426359766668,5G,-102.062546699618,-110.03346326937,-101.880002708514
28:52.5,Bailey Road,25.6000344157123,85.2064254554553,-97.8736763898477,0,85.8908538162035,27.6575221067242,5G,-98.7587057686853,-103.217548210849,-96.0856158677471
50:42.9,Ashok Rajpath,25.6315354904526,85.2275733185138,-87.048828671516,0,64.9613274007247,19.1460615679628,5G,-91.9117216525241,-96.0855472658344,-85.0822328267158
40:38.3,Kidwaipuri,25.6011872703287,85.288290132531,-94.0591308154906,0,56.3836701412407,32.5870507076513,5G,-93.7635338238934,-99.6177760402045,-94.610054437053
53:07.1,Bailey Road,25.4928509544356,85.27628648866,-93.6574417587455,0,87.9351367869365,37.4755302161197,5G,-97.7807679329833,-100.928755403242,-94.2909775345459
08:43.2,Bankipore,25.6954091187317,85.1436854113023,-99.6697733481309,0,72.4600820594502,35.4232399123391,5G,-98.9770906832771,-106.326106313571,-97.1120858417084
24:19.2,Boring Canal Road,25.6696943565251,85.1863793857285,-98.1021471408176,0,68.1793450913293,40.8304263217773,5G,-101.906372491748,-105.2251631563,-97.0630146769322
33:40.9,Danapur,25.5430992431543,85.1573725031657,-102.272127215374,0,84.0168914996413,19.5441338426666,5G,-106.813937433688,-110.355031891228,-101.103597291907
08:00.2,Phulwari Sharif,25.5158867380568,85.2096811150381,-96.0714423799194,0,90.6570492348362,38.5785601522102,5G,-93.4353911544778,-101.663049365277,-95.0892907311018
51:41.1,Bailey Road,25.5524576505083,85.1353612223711,-98.8571803583841,0,84.9369273848929,48.4202696162757,5G,-95.2055957170226,-105.305139170527,-99.6232383443112
16:38.8,Danapur,25.4641037330718,85.251976335868,-93.3610133032884,0,48.0112400200803,36.5595760437958,5G,-95.6104527979248,-98.7990707162004,-91.5408624413333
26:00.4,Patliputra Colony,25.4295366866869,85.1477295195496,-93.7413581343433,0,89.4563637625417,21.2871679562405,5G,-98.3131904901227,-101.369069366177,-94.405906977715
29:07.6,Boring Canal Road,25.5232010870318,85.0334663315584,-100.231193798641,0,30.9242675661477,21.5124039658699,5G,-104.846283554206,-107.186668736355,-99.7932471462152
32:14.8,Kankarbagh,25.6367301624744,85.2897663552028,-98.5108904336375,0,10.7894052632394,10.4700429533798,5G,-99.0143435912186,-107.95664139689,-98.502297210922
44:43.7,Kidwaipuri,25.4475814479876,85.1350741349369,-84.5901453760488,0,27.3630518845156,46.6804932696354,5G,-87.7061947807886,-90.8394050909188,-84.1055533701094
50:58.1,Fraser Road,25.5696388368908,85.2088996066257,-97.4379425027537,0,67.1205602203626,15.4299669555442,5G,-94.8774100638007,-104.100751748897,-97.6416542185851
57:12.5,Phulwari Sharif,25.6321567383088,85.1196404707037,-91.456829455179,0,91.1403073520198,20.0750558984527,5G,-95.5389014562907,-98.4984777698619,-88.6862185318007
00:19.7,Bailey Road,25.6118369640732,85.2307935691703,-94.9269986622926,0,58.458510308713,17.7111952982476,5G,-91.8371645213423,-101.994282489869,-92.1877262063436
03:26.9,Bailey Road,25.6095271536358,85.2986524305957,-92.0772185296747,0,60.9656847538896,35.4538085061809,5G,-95.4254213544699,-99.2442344822057,-91.8189976298291
12:48.6,Anisabad,25.7569908141309,85.0951155701172,-91.2738148317448,0,67.8417940309025,28.0567769699268,5G,-93.8175906746288,-98.3374157523886,-93.2215920041539
19:02.9,Gandhi Maidan,25.6439318154474,85.1899677492432,-92.5043630869542,0,12.9475913692556,40.3065902882128,5G,-97.3541703679631,-100.229520201546,-93.9409023808733
22:10.2,Ashok Rajpath,25.7561667127767,85.1309202159445,-95.3956875324208,0,75.238772274264,28.8040137995948,5G,-99.6830176065788,-102.936409878034,-92.9771039965181
44:00.7,Pataliputra,25.6854575387687,84.9992379015027,-102.76285359266,0,14.6137679835718,24.2918554635616,5G,-106.171977279645,-110.044580337613,-101.637857031785
56:29.5,Anandpuri,25.7481893470956,85.2065928821486,-91.6155365981676,0,61.0476996186226,35.1394324462225,5G,-93.4295654646522,-98.8901329675708,-91.445092322065
05:51.2,Pataliputra,25.5048405652999,85.2358734970819,-92.8151807392702,0,64.6988752472081,17.4472928920002,5G,-90.1100656500592,-102.77050232315,-91.6034364424057
24:34.4,Bailey Road,25.5908970245724,85.0152094793704,-93.7912019880339,0,52.6071655705851,36.9056156568735,5G,-89.1525895878415,-101.862964508706,-91.0267492801485
30:48.8,Kidwaipuri,25.6664086334937,85.0873137510243,-98.1009698999241,0,83.9295160536502,11.53135390202,5G,-93.6268515362144,-103.137846133791,-95.1977907836323
40:10.5,Gardanibagh,25.4567485594999,85.0910825329257,-99.7389860070886,0,14.9490730145085,19.5333872589882,5G,-94.7945301570045,-105.561050632948,-96.8155236909224
49:32.1,Kankarbagh,25.6382263440277,85.0878766645469,-89.7420524928471,0,78.5486847650771,15.9190145938845,5G,-88.9319493994689,-98.4631898800704,-89.0223123300756
58:53.7,Rajendra Nagar,25.5980977379759,85.1193208413008,-102.252407837315,0,15.3199600314083,39.9748810938602,5G,-104.314210983844,-108.270365060747,-101.49273741465
14:29.8,Bailey Road,25.4542822821019,85.1033430125221,-93.718367713902,0,80.3051731807417,48.7112958562897,5G,-95.8373033753567,-102.003823460871,-93.5530873774888
20:44.2,Bankipore,25.6738877421894,84.9986633504685,-99.1641847089827,0,86.9927487254841,16.9261176607008,5G,-102.570827530761,-108.853636309014,-96.2482756345796
26:58.6,Exhibition Road,25.4860934660729,85.1278936799609,-100.113748311458,0,19.0173585887276,10.4116529447093,5G,-97.4238225616609,-107.319784331867,-99.8093380814999
45:41.9,Ashok Rajpath,25.6492184532701,85.2007268463533,-94.6449835855764,0,82.3453233879336,44.9586298391621,5G,-95.8731268292855,-100.677844880186,-95.126683551928
48:49.1,Boring Road,25.5568844983657,85.0900819275295,-92.2990380642966,0,48.2152920225211,24.7741044737145,5G,-94.0189716076344,-102.128806598407,-91.7913980945741
04:25.1,Anandpuri,25.6004538132845,85.2900369639955,-99.895394287314,0,28.8713664424467,17.633792901075,5G,-96.6220154918119,-106.576948471256,-99.3601779697918
29:22.8,Rajendra Nagar,25.4403885468214,85.2134387364525,-99.7618652985207,0,65.2346757793518,43.8190860748855,5G,-100.413452011225,-108.254148498457,-97.0231607705762
38:44.4,Anisabad,25.5107211506829,85.1263800457126,-91.9898270614547,0,95.4780879354375,13.7501502634,5G,-87.6077025295949,-98.296904100845,-93.3406148105776
48:06.1,Exhibition Road,25.6349992904285,85.0811749641341,-95.3054185559613,0,15.122517357752,44.107629943909,5G,-99.4088591126141,-104.821184477888,-98.2841047785807
54:20.5,Boring Road,25.7053510330797,85.1533992768258,-84.5279718230951,0,71.4439273864883,21.7511708182741,5G,-82.7710509362471,-92.5107534366749,-85.0025308209944
00:34.9,Pataliputra,25.551695505133,85.3004175128577,-97.9685103467751,0,51.0124511604935,44.9658861724573,5G,-99.2962037963718,-106.428093529948,-96.7679717858332
13:03.8,Bailey Road,25.4544784992678,85.2482970594901,-92.7856098811278,0,34.417620404889,33.567942899275,5G,-89.9945122479049,-102.182530698449,-92.6058224497002
25:32.6,Fraser Road,25.6342637166486,85.2688377346476,-92.2351879191778,0,16.116297165899,35.7167626101278,5G,-87.9399931940869,-98.0678598980141,-91.9452171254394
28:39.8,Pataliputra,25.4197255595926,85.1360470305077,-98.7828171209324,0,93.7378559513594,24.4531991396106,5G,-100.052513751052,-106.940585534377,-97.3878424504873
34:54.2,S.K. Puri,25.6177476540506,85.0508509322129,-97.8734111952832,0,31.4532371906445,36.1038415243154,5G,-93.3410455443148,-106.547094516101,-97.709147267944
53:37.5,Gandhi Maidan,25.6303249428696,85.1473663792093,-90.2743665192181,0,81.3794756251226,48.4045295830746,5G,-87.6952908302443,-100.239045153127,-90.224517181441
59:51.9,Gandhi Maidan,25.6030589599225,85.3152871031936,-98.5578974317398,0,89.1356543120663,35.6437476818041,5G,-103.15818927938,-106.311557557632,-101.404028847561
02:59.1,Boring Canal Road,25.5372715308647,85.1564522989116,-90.8623032016706,0,17.8150941952604,48.5776488548009,5G,-94.4031270357984,-100.623690774413,-90.5911809510868
15:27.9,S.K. Puri,25.7636772801989,85.156962455316,-99.4519189917602,0,15.8218754176004,46.014410972752,5G,-103.216876545481,-106.431142175189,-97.3539841717274
18:35.2,Exhibition Road,25.5430562170265,84.9846568094622,-91.1352440294503,0,54.9535402370246,15.2958110293824,5G,-89.8949995122776,-99.3634352801079,-93.8597480808263
